Window size: 1000, batch size: 10, learning rate: 1e-05, epochs: 1000
Input dimension: 270, hidden dimension: 400, layer dimension: 1, output dimension: 5

Model loss after 1 epochs = 0.6233901977539062, accuracy = [0.6569444537162781, 0.6652777791023254, 0.6791666746139526, 0.6875, 0.6847222447395325], average accuracy = 0.6747222304344177
Model loss after 2 epochs = 0.6136868000030518, accuracy = [0.6569444537162781, 0.6666666865348816, 0.6777777671813965, 0.6875, 0.6847222447395325], average accuracy = 0.6747222304344177
Model loss after 3 epochs = 0.6091131567955017, accuracy = [0.6611111164093018, 0.6680555939674377, 0.6791666746139526, 0.6875, 0.6875], average accuracy = 0.6766666769981384
Model loss after 4 epochs = 0.6047302484512329, accuracy = [0.6694444417953491, 0.6708333492279053, 0.6791666746139526, 0.6875, 0.6875], average accuracy = 0.6788888931274414
Model loss after 5 epochs = 0.6034691333770752, accuracy = [0.6722222566604614, 0.6680555939674377, 0.6819444894790649, 0.6875, 0.6875], average accuracy = 0.6794444680213928
Model loss after 6 epochs = 0.6011260747909546, accuracy = [0.6722222566604614, 0.6680555939674377, 0.6791666746139526, 0.6888889074325562, 0.6861111521720886], average accuracy = 0.6788889169692993
Model loss after 7 epochs = 0.5996609330177307, accuracy = [0.6680555939674377, 0.6694444417953491, 0.6805555820465088, 0.6902778148651123, 0.6875], average accuracy = 0.6791666865348815
Model loss after 8 epochs = 0.596565842628479, accuracy = [0.6763889193534851, 0.675000011920929, 0.6819444894790649, 0.6902778148651123, 0.6902778148651123], average accuracy = 0.6827778100967408
Model loss after 9 epochs = 0.5938655734062195, accuracy = [0.6875, 0.6847222447395325, 0.6916666626930237, 0.6958333253860474, 0.6888889074325562], average accuracy = 0.689722228050232
Model loss after 10 epochs = 0.5922648310661316, accuracy = [0.6958333253860474, 0.6805555820465088, 0.6875, 0.694444477558136, 0.6875], average accuracy = 0.6891666769981384
Model loss after 11 epochs = 0.5915274024009705, accuracy = [0.6986111402511597, 0.6736111044883728, 0.6888889074325562, 0.6958333253860474, 0.6916666626930237], average accuracy = 0.689722228050232
Model loss after 12 epochs = 0.5888445377349854, accuracy = [0.7027778029441833, 0.6819444894790649, 0.6916666626930237, 0.6958333253860474, 0.6930555701255798], average accuracy = 0.6930555701255798
Model loss after 13 epochs = 0.5874069929122925, accuracy = [0.706944465637207, 0.6819444894790649, 0.6875, 0.6986111402511597, 0.6916666626930237], average accuracy = 0.6933333516120911
Model loss after 14 epochs = 0.585292637348175, accuracy = [0.7111111283302307, 0.6763889193534851, 0.6861111521720886, 0.7013888955116272, 0.694444477558136], average accuracy = 0.6938889145851135
Model loss after 15 epochs = 0.5843009352684021, accuracy = [0.7083333730697632, 0.6736111044883728, 0.6875, 0.7041667103767395, 0.6930555701255798], average accuracy = 0.6933333516120911
Model loss after 16 epochs = 0.5825225114822388, accuracy = [0.7166666984558105, 0.6763889193534851, 0.6875, 0.699999988079071, 0.6930555701255798], average accuracy = 0.6947222352027893
Model loss after 17 epochs = 0.5795978307723999, accuracy = [0.7208333611488342, 0.6805555820465088, 0.6888889074325562, 0.7041667103767395, 0.6986111402511597], average accuracy = 0.6986111402511597
Model loss after 18 epochs = 0.5775604844093323, accuracy = [0.7125000357627869, 0.6791666746139526, 0.6833333373069763, 0.7041667103767395, 0.6958333253860474], average accuracy = 0.6950000166893006
Model loss after 19 epochs = 0.5755290985107422, accuracy = [0.7138888835906982, 0.6875, 0.694444477558136, 0.7041667103767395, 0.6916666626930237], average accuracy = 0.6983333468437195
Model loss after 20 epochs = 0.5753400325775146, accuracy = [0.7208333611488342, 0.6861111521720886, 0.6930555701255798, 0.706944465637207, 0.6972222328186035], average accuracy = 0.7008333563804626
Model loss after 21 epochs = 0.5745748281478882, accuracy = [0.7222222685813904, 0.6875, 0.6958333253860474, 0.7041667103767395, 0.6930555701255798], average accuracy = 0.7005555748939514
Model loss after 22 epochs = 0.5724225640296936, accuracy = [0.7194444537162781, 0.6888889074325562, 0.694444477558136, 0.706944465637207, 0.694444477558136], average accuracy = 0.7008333563804626
Model loss after 23 epochs = 0.570131778717041, accuracy = [0.7416666746139526, 0.6875, 0.694444477558136, 0.7166666984558105, 0.6930555701255798], average accuracy = 0.7066666841506958
Model loss after 24 epochs = 0.5690248012542725, accuracy = [0.7402777671813965, 0.6958333253860474, 0.6902778148651123, 0.7083333730697632, 0.6972222328186035], average accuracy = 0.7063889026641845
Model loss after 25 epochs = 0.5675254464149475, accuracy = [0.7416666746139526, 0.6902778148651123, 0.6916666626930237, 0.7166666984558105, 0.7013888955116272], average accuracy = 0.7083333492279053
Model loss after 26 epochs = 0.5656704902648926, accuracy = [0.7444444894790649, 0.6902778148651123, 0.6916666626930237, 0.7083333730697632, 0.706944465637207], average accuracy = 0.7083333611488343
Model loss after 27 epochs = 0.5643029808998108, accuracy = [0.7472222447395325, 0.6930555701255798, 0.6958333253860474, 0.7097222208976746, 0.7055555582046509], average accuracy = 0.7102777838706971
Model loss after 28 epochs = 0.5623021125793457, accuracy = [0.7472222447395325, 0.6902778148651123, 0.6958333253860474, 0.7097222208976746, 0.7125000357627869], average accuracy = 0.7111111283302307
Model loss after 29 epochs = 0.5605266690254211, accuracy = [0.7458333373069763, 0.6930555701255798, 0.699999988079071, 0.7166666984558105, 0.706944465637207], average accuracy = 0.7125000119209289
Model loss after 30 epochs = 0.558485746383667, accuracy = [0.7513889074325562, 0.6986111402511597, 0.6958333253860474, 0.7208333611488342, 0.7041667103767395], average accuracy = 0.7141666889190674
Model loss after 31 epochs = 0.5567572116851807, accuracy = [0.7541666626930237, 0.7027778029441833, 0.6958333253860474, 0.7194444537162781, 0.7125000357627869], average accuracy = 0.7169444561004639
Model loss after 32 epochs = 0.5566595196723938, accuracy = [0.7388889193534851, 0.699999988079071, 0.7027778029441833, 0.7208333611488342, 0.7055555582046509], average accuracy = 0.7136111259460449
Model loss after 33 epochs = 0.5549823641777039, accuracy = [0.7402777671813965, 0.7027778029441833, 0.6930555701255798, 0.7208333611488342, 0.7027778029441833], average accuracy = 0.7119444608688354
Model loss after 34 epochs = 0.5543389320373535, accuracy = [0.7416666746139526, 0.699999988079071, 0.6958333253860474, 0.7305555939674377, 0.7055555582046509], average accuracy = 0.7147222280502319
Model loss after 35 epochs = 0.5537880659103394, accuracy = [0.7444444894790649, 0.699999988079071, 0.6986111402511597, 0.7347222566604614, 0.7027778029441833], average accuracy = 0.716111135482788
Model loss after 36 epochs = 0.5518112778663635, accuracy = [0.7541666626930237, 0.6986111402511597, 0.6958333253860474, 0.7263889312744141, 0.7013888955116272], average accuracy = 0.7152777910232544
Model loss after 37 epochs = 0.5499982237815857, accuracy = [0.75, 0.7013888955116272, 0.7013888955116272, 0.737500011920929, 0.7041667103767395], average accuracy = 0.7188889026641846
Model loss after 38 epochs = 0.5486679077148438, accuracy = [0.7527778148651123, 0.7041667103767395, 0.7041667103767395, 0.7388889193534851, 0.7041667103767395], average accuracy = 0.7208333730697631
Model loss after 39 epochs = 0.5485022664070129, accuracy = [0.7486111521720886, 0.7055555582046509, 0.706944465637207, 0.7347222566604614, 0.7125000357627869], average accuracy = 0.721666693687439
Model loss after 40 epochs = 0.5460070967674255, accuracy = [0.7527778148651123, 0.6986111402511597, 0.699999988079071, 0.7458333373069763, 0.7180555462837219], average accuracy = 0.7230555653572083
Model loss after 41 epochs = 0.5464107394218445, accuracy = [0.7486111521720886, 0.7111111283302307, 0.7097222208976746, 0.7388889193534851, 0.7208333611488342], average accuracy = 0.7258333563804626
Model loss after 42 epochs = 0.5442416667938232, accuracy = [0.75, 0.7083333730697632, 0.7013888955116272, 0.7402777671813965, 0.7166666984558105], average accuracy = 0.7233333468437195
Model loss after 43 epochs = 0.5455583333969116, accuracy = [0.7444444894790649, 0.706944465637207, 0.7013888955116272, 0.7416666746139526, 0.7236111164093018], average accuracy = 0.7236111283302307
Model loss after 44 epochs = 0.5412635207176208, accuracy = [0.7527778148651123, 0.7111111283302307, 0.7083333730697632, 0.7513889074325562, 0.7125000357627869], average accuracy = 0.7272222518920899
Model loss after 45 epochs = 0.5401982665061951, accuracy = [0.7444444894790649, 0.7138888835906982, 0.699999988079071, 0.7513889074325562, 0.7152777910232544], average accuracy = 0.725000011920929
Model loss after 46 epochs = 0.5408613085746765, accuracy = [0.7527778148651123, 0.7194444537162781, 0.7055555582046509, 0.7388889193534851, 0.7041667103767395], average accuracy = 0.7241666913032532
Model loss after 47 epochs = 0.5394951701164246, accuracy = [0.7583333253860474, 0.7180555462837219, 0.7194444537162781, 0.737500011920929, 0.706944465637207], average accuracy = 0.7280555605888367
Model loss after 48 epochs = 0.5385477542877197, accuracy = [0.7555555701255798, 0.7097222208976746, 0.7166666984558105, 0.7458333373069763, 0.7277777791023254], average accuracy = 0.7311111211776733
Model loss after 49 epochs = 0.5356536507606506, accuracy = [0.7555555701255798, 0.7152777910232544, 0.7152777910232544, 0.7486111521720886, 0.7194444537162781], average accuracy = 0.7308333516120911
Model loss after 50 epochs = 0.5344390273094177, accuracy = [0.7583333253860474, 0.7222222685813904, 0.7125000357627869, 0.7472222447395325, 0.7222222685813904], average accuracy = 0.7325000286102294
Model loss after 51 epochs = 0.5340490341186523, accuracy = [0.756944477558136, 0.7263889312744141, 0.7097222208976746, 0.7444444894790649, 0.7111111283302307], average accuracy = 0.7297222495079041
Model loss after 52 epochs = 0.5325960516929626, accuracy = [0.7583333253860474, 0.7208333611488342, 0.7208333611488342, 0.7513889074325562, 0.7250000238418579], average accuracy = 0.735277795791626
Model loss after 53 epochs = 0.5313122868537903, accuracy = [0.756944477558136, 0.7152777910232544, 0.7152777910232544, 0.7666667103767395, 0.7236111164093018], average accuracy = 0.7355555772781373
Model loss after 54 epochs = 0.5289037823677063, accuracy = [0.7625000476837158, 0.7319444417953491, 0.7222222685813904, 0.7583333253860474, 0.7250000238418579], average accuracy = 0.7400000214576721
Model loss after 55 epochs = 0.5304294228553772, accuracy = [0.7541666626930237, 0.7222222685813904, 0.7152777910232544, 0.756944477558136, 0.7222222685813904], average accuracy = 0.7341666936874389
Model loss after 56 epochs = 0.5305473804473877, accuracy = [0.7513889074325562, 0.7236111164093018, 0.7222222685813904, 0.7527778148651123, 0.7125000357627869], average accuracy = 0.7325000286102294
Model loss after 57 epochs = 0.5284218192100525, accuracy = [0.7513889074325562, 0.7250000238418579, 0.7180555462837219, 0.7472222447395325, 0.7180555462837219], average accuracy = 0.731944453716278
Model loss after 58 epochs = 0.5269017219543457, accuracy = [0.7527778148651123, 0.7291666865348816, 0.7097222208976746, 0.7472222447395325, 0.7250000238418579], average accuracy = 0.7327777981758118
Model loss after 59 epochs = 0.5244130492210388, accuracy = [0.7611111402511597, 0.7319444417953491, 0.7305555939674377, 0.7527778148651123, 0.7152777910232544], average accuracy = 0.7383333563804626
Model loss after 60 epochs = 0.5249063372612, accuracy = [0.7597222328186035, 0.7180555462837219, 0.7166666984558105, 0.7541666626930237, 0.7277777791023254], average accuracy = 0.735277783870697
Model loss after 61 epochs = 0.5223672389984131, accuracy = [0.7555555701255798, 0.7250000238418579, 0.7222222685813904, 0.7513889074325562, 0.7263889312744141], average accuracy = 0.7361111402511596
Model loss after 62 epochs = 0.5215644836425781, accuracy = [0.7527778148651123, 0.7250000238418579, 0.7263889312744141, 0.7597222328186035, 0.7305555939674377], average accuracy = 0.7388889193534851
Model loss after 63 epochs = 0.5203531980514526, accuracy = [0.7583333253860474, 0.7263889312744141, 0.7277777791023254, 0.7638888955116272, 0.7305555939674377], average accuracy = 0.7413889050483704
Model loss after 64 epochs = 0.5191587209701538, accuracy = [0.7666667103767395, 0.7333333492279053, 0.7263889312744141, 0.769444465637207, 0.7305555939674377], average accuracy = 0.7452778100967408
Model loss after 65 epochs = 0.5182410478591919, accuracy = [0.7611111402511597, 0.7333333492279053, 0.7263889312744141, 0.7666667103767395, 0.7263889312744141], average accuracy = 0.7427778124809266
Model loss after 66 epochs = 0.5177316665649414, accuracy = [0.7736111283302307, 0.7319444417953491, 0.7208333611488342, 0.7708333730697632, 0.7347222566604614], average accuracy = 0.7463889122009277
Model loss after 67 epochs = 0.5142166018486023, accuracy = [0.7736111283302307, 0.7305555939674377, 0.7125000357627869, 0.7638888955116272, 0.7319444417953491], average accuracy = 0.7425000190734863
Model loss after 68 epochs = 0.5139694213867188, accuracy = [0.7750000357627869, 0.7319444417953491, 0.7236111164093018, 0.7680555582046509, 0.7236111164093018], average accuracy = 0.7444444537162781
Model loss after 69 epochs = 0.5124614834785461, accuracy = [0.7791666984558105, 0.7319444417953491, 0.7305555939674377, 0.7541666626930237, 0.7291666865348816], average accuracy = 0.7450000166893005
Model loss after 70 epochs = 0.511599063873291, accuracy = [0.7791666984558105, 0.7291666865348816, 0.7222222685813904, 0.7611111402511597, 0.7347222566604614], average accuracy = 0.7452778100967408
Model loss after 71 epochs = 0.5091136693954468, accuracy = [0.7805555462837219, 0.7361111044883728, 0.7361111044883728, 0.7625000476837158, 0.7416666746139526], average accuracy = 0.7513888955116272
Model loss after 72 epochs = 0.5092002749443054, accuracy = [0.7777777910232544, 0.7416666746139526, 0.7291666865348816, 0.7652778029441833, 0.7236111164093018], average accuracy = 0.7475000143051147
Model loss after 73 epochs = 0.5115464329719543, accuracy = [0.769444465637207, 0.7319444417953491, 0.7305555939674377, 0.7722222208976746, 0.7388889193534851], average accuracy = 0.7486111283302307
Model loss after 74 epochs = 0.5082765817642212, accuracy = [0.7888889312744141, 0.7305555939674377, 0.7277777791023254, 0.7708333730697632, 0.7319444417953491], average accuracy = 0.7500000238418579
Model loss after 75 epochs = 0.5073818564414978, accuracy = [0.7763888835906982, 0.7416666746139526, 0.7305555939674377, 0.7722222208976746, 0.7319444417953491], average accuracy = 0.7505555629730225
Model loss after 76 epochs = 0.5042610764503479, accuracy = [0.7875000238418579, 0.7291666865348816, 0.7361111044883728, 0.7666667103767395, 0.7402777671813965], average accuracy = 0.7519444584846496
Model loss after 77 epochs = 0.5045264959335327, accuracy = [0.7805555462837219, 0.7402777671813965, 0.737500011920929, 0.7625000476837158, 0.7444444894790649], average accuracy = 0.7530555725097656
