Window size: 1000, batch size: 10, learning rate: 2e-05, epochs: 600
Input dimension: 270, hidden dimension: 400, layer dimension: 1, output dimension: 5

Model loss after 1 epochs = 0.6561936736106873, accuracy = [0.6333333849906921, 0.6708333492279053, 0.6291667222976685, 0.6458333730697632, 0.550000011920929], average accuracy = 0.6258333683013916
Model loss after 2 epochs = 0.6454952359199524, accuracy = [0.6958333849906921, 0.6625000238418579, 0.6208333373069763, 0.6291667222976685, 0.550000011920929], average accuracy = 0.6316666960716247
Model loss after 3 epochs = 0.6380598545074463, accuracy = [0.7041667103767395, 0.7000000476837158, 0.6416667103767395, 0.6208333373069763, 0.5625], average accuracy = 0.6458333611488343
Model loss after 4 epochs = 0.6311849355697632, accuracy = [0.7333333492279053, 0.675000011920929, 0.6333333849906921, 0.6333333849906921, 0.5875000357627869], average accuracy = 0.6525000333786011
Model loss after 5 epochs = 0.6269397735595703, accuracy = [0.7333333492279053, 0.6666666865348816, 0.6458333730697632, 0.6375000476837158, 0.5708333849906921], average accuracy = 0.6508333683013916
Model loss after 6 epochs = 0.6233021020889282, accuracy = [0.7500000596046448, 0.6625000238418579, 0.6500000357627869, 0.6333333849906921, 0.5916666984558105], average accuracy = 0.6575000405311584
Model loss after 7 epochs = 0.6187589168548584, accuracy = [0.7583333849906921, 0.6625000238418579, 0.6500000357627869, 0.6333333849906921, 0.6041666865348816], average accuracy = 0.6616667032241821
Model loss after 8 epochs = 0.6157666444778442, accuracy = [0.7583333849906921, 0.6583333611488342, 0.6666666865348816, 0.6416667103767395, 0.6083333492279053], average accuracy = 0.6666666984558105
Model loss after 9 epochs = 0.6131643056869507, accuracy = [0.7541667222976685, 0.675000011920929, 0.6500000357627869, 0.6333333849906921, 0.612500011920929], average accuracy = 0.665000033378601
Model loss after 10 epochs = 0.6096939444541931, accuracy = [0.7500000596046448, 0.6833333969116211, 0.6583333611488342, 0.6333333849906921, 0.5916666984558105], average accuracy = 0.6633333802223206
Model loss after 11 epochs = 0.6129330396652222, accuracy = [0.7625000476837158, 0.6833333969116211, 0.6500000357627869, 0.6333333849906921, 0.5958333611488342], average accuracy = 0.66500004529953
Model loss after 12 epochs = 0.6082256436347961, accuracy = [0.7500000596046448, 0.6666666865348816, 0.675000011920929, 0.6291667222976685, 0.5833333730697632], average accuracy = 0.6608333706855773
Model loss after 13 epochs = 0.604032039642334, accuracy = [0.7583333849906921, 0.675000011920929, 0.6583333611488342, 0.6166666746139526, 0.6083333492279053], average accuracy = 0.6633333563804626
